Pid,Vis_Type,cp,cp_explicit,eli5,lime,shap,forceshap,anchors,interactive,interactive_lower_bias_percep,interactive_higher_bias_percep,interactive_fair,initial_visualizations,Age,Age_Below_37,Gender,Education_Num,Education,Income_Num,Income,Race/Ethnicity_Num,Race/Ethnicity,Familiarity_Num,Familiarity,I_understand_model_decisions,I_understand_model_output,I_recommend_other_people,qualitative_model_perception,comprehension,trust,likert only trust,discriminate Age,discriminate Hours per week,discriminate Occupation,discriminate Education,discriminate Sex,discriminatory,bias operational,person,correct output,correct pushing,correct power,computers can make human decisions,this model will or shouldnt give me a loan,this model will give me a loan,this model shouldnt give me a loan,order seen
10,lime,0,0,0,1,0,0,0,0,0,0,0,1,31,1,Woman/Female (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",2,Black/African American,1,No familiarity,6,6,4,16,6,13,11,0,0,0,0,1,1,0,man 3,1,5,0,0,1,0,1,4
11,lime,0,0,0,1,0,0,0,0,0,0,0,1,57,0,Man/Male (Cis or Trans),6,Master's degree,3,"$100,000+",1,White,2,Beginner,4,4,4,12,7,6,6,0,0,0,0,1,1,3,man 3,1,5,1,0,1,1,0,2
12,lime,0,0,0,1,0,0,0,0,0,0,0,1,35,1,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,3,Intermediate,5,5,4,14,6,12,9,0,0,0,0,1,1,0,man 3,1,5,0,1,1,1,0,1
13,lime,0,0,0,1,0,0,0,0,0,0,0,1,22,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,2,Beginner,5,6,3,14,7,7,6,0,0,0,0,1,1,1,man 3,1,5,1,0,1,0,1,1
14,lime,0,0,0,1,0,0,0,0,0,0,0,1,21,1,Woman/Female (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",3,Hispanic/Latinx,1,No familiarity,2,2,1,5,7,2,2,1,0,0,0,1,1,3,man 3,1,5,1,0,1,1,1,5
15,lime,0,0,0,1,0,0,0,0,0,0,0,1,20,1,Woman/Female (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",4,Asian,2,Beginner,4,4,3,11,7,4,4,1,0,0,0,0,1,3,man 3,1,5,1,0,0,0,0,5
16,lime,0,0,0,1,0,0,0,0,0,0,0,1,43,0,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",4,Asian,3,Intermediate,6,6,6,18,7,13,10,0,0,0,0,0,0,0,man 3,1,5,1,1,1,1,0,4
17,lime,0,0,0,1,0,0,0,0,0,0,0,1,33,1,Woman/Female (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",1,White,2,Beginner,5,4,4,13,7,9,6,1,0,0,0,1,1,1,man 3,1,5,1,1,0,0,0,4
18,lime,0,0,0,1,0,0,0,0,0,0,0,1,19,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",3,Hispanic/Latinx,2,Beginner,3,2,3,8,6,8,6,0,0,0,0,1,1,2,man 3,1,5,0,1,1,1,1,3
19,lime,0,0,0,1,0,0,0,0,0,0,0,1,27,1,Woman/Female (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",1,White,1,No familiarity,5,4,1,10,7,4,4,0,0,0,0,1,1,3,man 3,1,5,1,0,0,0,0,3
20,lime,0,0,0,1,0,0,0,0,0,0,0,1,32,1,Woman/Female (Cis or Trans),6,Master's degree,3,"$100,000+",1,White,1,No familiarity,5,5,6,16,6,8,6,1,0,0,0,1,1,0,man 3,1,4,1,0,1,1,0,4
21,lime,0,0,0,1,0,0,0,0,0,0,0,1,26,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",1,White,2,Beginner,6,6,2,14,6,2,2,1,0,0,1,1,1,3,man 3,0,5,1,0,0,0,0,2
22,lime,0,0,0,1,0,0,0,0,0,0,0,1,32,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,2,Beginner,3,4,4,11,5,4,4,1,0,0,1,1,1,3,man 3,1,3,1,0,1,0,1,1
23,lime,0,0,0,1,0,0,0,0,0,0,0,1,44,0,Man/Male (Cis or Trans),4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,2,Beginner,6,6,3,15,7,4,4,1,1,1,1,1,1,3,man 3,1,5,1,0,0,0,0,5
24,lime,0,0,0,1,0,0,0,0,0,0,0,1,23,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",4,Asian,1,No familiarity,4,4,3,11,7,4,4,1,0,0,0,1,1,3,man 3,1,5,1,0,0,0,0,5
25,lime,0,0,0,1,0,0,0,0,0,0,0,1,54,0,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",4,Asian,2,Beginner,2,5,4,11,5,7,7,0,0,0,0,1,1,3,man 3,1,3,1,0,1,1,0,1
26,lime,0,0,0,1,0,0,0,0,0,0,0,1,26,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",3,Hispanic/Latinx,1,No familiarity,6,6,4,16,7,5,3,0,0,0,0,1,1,3,man 3,1,5,1,0,1,0,1,2
27,lime,0,0,0,1,0,0,0,0,0,0,0,1,29,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,3,Intermediate,4,4,3,11,5,5,5,0,0,0,0,1,1,2,man 3,1,3,1,0,1,1,1,0
28,lime,0,0,0,1,0,0,0,0,0,0,0,1,26,1,Man/Male (Cis or Trans),6,Master's degree,1,"$0 - $49,999",3,Hispanic/Latinx,2,Beginner,5,6,6,17,7,12,9,0,0,0,0,1,1,1,man 3,1,5,1,1,1,0,1,0
29,lime,0,0,0,1,0,0,0,0,0,0,0,1,40,0,Woman/Female (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",2,Black/African American,1,No familiarity,5,4,4,13,7,11,8,1,0,0,0,0,1,0,man 3,1,5,1,1,1,1,1,0
30,lime,0,0,0,1,0,0,0,0,0,0,0,1,29,1,Man/Male (Cis or Trans),4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,1,No familiarity,4,1,1,6,1,9,7,0,1,1,1,0,1,2,man 3,1,0,0,1,1,1,0,2
31,lime,0,0,0,1,0,0,0,0,0,0,0,1,18,1,Man/Male (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",1,White,3,Intermediate,5,5,6,16,7,9,6,0,0,0,0,1,1,2,man 3,1,5,1,1,1,1,0,1
32,lime,0,0,0,1,0,0,0,0,0,0,0,1,52,0,Man/Male (Cis or Trans),6,Master's degree,3,"$100,000+",1,White,2,Beginner,6,6,6,18,7,13,10,0,0,0,0,0,0,1,man 3,1,5,1,1,1,1,0,2
33,lime,0,0,0,1,0,0,0,0,0,0,0,1,39,0,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",8,Other,2,Beginner,5,6,3,14,6,6,4,1,1,1,1,1,1,3,man 3,1,4,1,1,0,0,0,0
34,lime,0,0,0,1,0,0,0,0,0,0,0,1,25,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",3,Hispanic/Latinx,1,No familiarity,4,5,3,12,7,5,5,1,0,0,0,0,1,3,man 3,1,5,1,0,1,1,0,0
35,lime,0,0,0,1,0,0,0,0,0,0,0,1,36,1,Prefer Not to Answer,9,Prefer not to answer,9,Other,2,Black/African American,1,No familiarity,3,3,1,7,5,7,6,1,1,1,1,1,1,3,man 3,1,3,1,1,0,0,0,5
36,lime,0,0,0,1,0,0,0,0,0,0,0,1,24,1,Woman/Female (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",1,White,1,No familiarity,5,6,6,17,7,3,3,0,0,0,0,1,1,3,man 3,1,5,1,0,1,0,1,2
37,lime,0,0,0,1,0,0,0,0,0,0,0,1,60,0,Man/Male (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),2,"$50,000 - $99,999",1,White,2,Beginner,5,5,4,14,7,11,8,1,0,0,0,1,1,0,man 3,1,5,1,1,1,1,0,3
38,lime,0,0,0,1,0,0,0,0,0,0,0,1,38,0,Man/Male (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",1,White,3,Intermediate,5,6,5,16,4,12,10,0,0,0,0,1,1,0,man 3,1,2,1,0,1,1,1,4
39,lime,0,0,0,1,0,0,0,0,0,0,0,1,24,1,Woman/Female (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",3,Hispanic/Latinx,1,No familiarity,5,6,6,17,6,4,4,1,0,0,0,1,1,3,man 3,1,4,1,0,0,0,0,5
40,lime,0,0,0,1,0,0,0,0,0,0,0,1,29,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,3,Intermediate,6,6,5,17,5,6,6,1,0,0,0,1,1,3,man 3,1,3,1,0,1,1,0,2
41,lime,0,0,0,1,0,0,0,0,0,0,0,1,55,0,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,1,No familiarity,3,5,3,11,7,10,8,0,0,0,0,1,1,3,man 3,1,5,1,0,1,0,1,3
42,lime,0,0,0,1,0,0,0,0,0,0,0,1,41,0,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,2,Beginner,4,4,4,12,7,4,4,1,0,0,0,1,1,3,man 3,1,5,1,0,1,1,0,4
43,lime,0,0,0,1,0,0,0,0,0,0,0,1,52,0,Woman/Female (Cis or Trans),3,Some college but no degree,3,"$100,000+",3,Hispanic/Latinx,1,No familiarity,4,4,5,13,7,6,4,0,0,0,0,0,0,1,man 3,1,5,1,0,1,1,0,3
44,lime,0,0,0,1,0,0,0,0,0,0,0,1,39,0,Woman/Female (Cis or Trans),4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,2,Beginner,6,6,3,15,7,3,3,0,0,0,0,1,1,3,man 3,1,5,1,0,0,0,0,1
45,lime,0,0,0,1,0,0,0,0,0,0,0,1,28,1,Woman/Female (Cis or Trans),4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,2,Beginner,4,3,3,10,7,6,4,1,0,0,0,1,1,2,man 3,1,5,1,0,1,0,1,1
46,lime,0,0,0,1,0,0,0,0,0,0,0,1,41,0,Man/Male (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",3,Hispanic/Latinx,1,No familiarity,2,3,4,9,7,13,10,0,0,0,0,1,1,0,man 3,1,5,1,1,1,1,1,3
47,lime,0,0,0,1,0,0,0,0,0,0,0,1,40,0,Man/Male (Cis or Trans),8,"Professional degree (JD, MD, PhD)",2,"$50,000 - $99,999",4,Asian,2,Beginner,5,5,6,16,7,6,5,0,0,0,0,1,1,2,man 3,1,5,1,0,1,1,0,4
48,lime,0,0,0,1,0,0,0,0,0,0,0,1,30,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",1,White,4,Expert,6,6,6,18,3,4,2,0,0,1,0,0,1,1,man 3,1,1,1,1,1,1,1,3
49,lime,0,0,0,1,0,0,0,0,0,0,0,1,40,0,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),3,"$100,000+",1,White,2,Beginner,5,6,6,17,7,12,10,0,0,0,0,1,1,0,man 3,1,5,1,0,1,1,1,0
50,lime,0,0,0,1,0,0,0,0,0,0,0,1,28,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),3,"$100,000+",1,White,2,Beginner,6,6,5,17,7,8,6,1,0,0,0,1,1,1,man 3,1,5,1,0,1,0,1,1
51,lime,0,0,0,1,0,0,0,0,0,0,0,1,24,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),3,"$100,000+",4,Asian,2,Beginner,2,4,2,8,7,7,6,0,0,0,0,1,1,2,man 3,1,5,1,0,1,1,0,0
52,lime,0,0,0,1,0,0,0,0,0,0,0,1,32,1,Woman/Female (Cis or Trans),6,Master's degree,3,"$100,000+",1,White,1,No familiarity,5,5,4,14,7,5,5,0,0,0,0,1,1,1,man 3,1,5,1,0,0,0,0,4
53,lime,0,0,0,1,0,0,0,0,0,0,0,1,55,0,Woman/Female (Cis or Trans),4,Associate degree in college (2-year),2,"$50,000 - $99,999",1,White,2,Beginner,6,6,2,14,7,7,7,0,0,0,0,1,1,3,man 3,1,5,1,0,0,0,0,4
54,lime,0,0,0,1,0,0,0,0,0,0,0,1,26,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),3,"$100,000+",2,Black/African American,3,Intermediate,4,4,4,12,4,11,8,0,0,0,0,1,1,0,man 3,1,2,1,1,1,1,1,0
55,lime,0,0,0,1,0,0,0,0,0,0,0,1,33,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",1,White,1,No familiarity,5,6,5,16,5,4,4,0,0,0,0,1,1,3,man 3,1,3,1,0,1,1,0,1
56,lime,0,0,0,1,0,0,0,0,0,0,0,1,25,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",2,Black/African American,2,Beginner,6,6,5,17,7,4,4,0,0,0,0,1,1,2,man 3,1,5,1,0,1,0,1,1
57,lime,0,0,0,1,0,0,0,0,0,0,0,1,19,1,Man/Male (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),9,Other,2,Black/African American,3,Intermediate,5,6,2,13,6,4,4,1,0,0,0,1,1,1,man 3,1,4,1,0,0,0,0,4
58,lime,0,0,0,1,0,0,0,0,0,0,0,1,21,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",1,White,2,Beginner,3,5,3,11,5,9,7,1,0,1,0,1,1,1,man 3,1,3,1,0,1,1,0,0
59,lime,0,0,0,1,0,0,0,0,0,0,0,1,40,0,Man/Male (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),2,"$50,000 - $99,999",3,Hispanic/Latinx,1,No familiarity,5,5,4,14,7,10,8,0,0,0,0,1,1,0,man 3,1,5,1,0,1,1,1,0
60,lime,0,0,0,1,0,0,0,0,0,0,0,1,33,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",1,White,2,Beginner,6,6,5,17,7,8,6,0,0,0,0,1,1,2,man 3,1,5,1,1,1,1,0,0
61,lime,0,0,0,1,0,0,0,0,0,0,0,1,21,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",4,Asian,2,Beginner,5,5,4,14,5,2,2,1,0,0,0,1,1,3,man 3,1,3,1,0,0,0,0,4
62,lime,0,0,0,1,0,0,0,0,0,0,0,1,29,1,Woman/Female (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",2,Black/African American,2,Beginner,6,6,6,18,7,7,5,0,0,0,0,1,1,3,man 3,1,5,1,1,1,0,1,1
63,lime,0,0,0,1,0,0,0,0,0,0,0,1,30,1,Man/Male (Cis or Trans),4,Associate degree in college (2-year),2,"$50,000 - $99,999",1,White,1,No familiarity,3,3,5,11,7,7,5,1,0,0,0,1,1,3,man 3,1,5,1,0,1,1,0,2
64,lime,0,0,0,1,0,0,0,0,0,0,0,1,35,1,Woman/Female (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",1,White,1,No familiarity,6,6,6,18,7,11,8,0,0,0,0,1,1,0,man 3,1,5,1,1,1,1,0,4
65,lime,0,0,0,1,0,0,0,0,0,0,0,1,67,0,Woman/Female (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",1,White,2,Beginner,4,4,3,11,7,8,7,0,0,0,0,1,1,3,man 3,1,5,1,1,1,1,1,0
66,lime,0,0,0,1,0,0,0,0,0,0,0,1,27,1,Woman/Female (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",1,White,2,Beginner,5,4,6,15,6,12,9,0,0,0,0,1,1,1,man 3,0,5,1,1,1,1,0,5
67,lime,0,0,0,1,0,0,0,0,0,0,0,1,39,0,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",1,White,3,Intermediate,5,6,6,17,7,12,9,0,0,0,0,1,1,0,man 3,1,5,1,1,1,1,0,3
68,lime,0,0,0,1,0,0,0,0,0,0,0,1,26,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",1,White,2,Beginner,4,5,5,14,7,10,7,0,0,0,0,1,1,0,man 3,1,5,1,1,1,1,1,3
69,lime,0,0,0,1,0,0,0,0,0,0,0,1,39,0,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",2,Black/African American,1,No familiarity,6,6,5,17,5,6,4,0,0,0,0,1,1,2,man 3,1,3,1,0,1,1,1,3
70,lime,0,0,0,1,0,0,0,0,0,0,0,1,67,0,Man/Male (Cis or Trans),6,Master's degree,1,"$0 - $49,999",1,White,3,Intermediate,5,5,5,15,7,12,10,0,0,0,0,1,1,3,man 3,1,5,1,0,1,1,1,5
71,lime,0,0,0,1,0,0,0,0,0,0,0,1,52,0,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",8,Other,2,Beginner,6,6,5,17,7,9,7,0,0,0,0,1,1,0,man 3,1,5,1,1,1,1,0,3
72,shap,0,0,0,0,1,0,0,0,0,0,0,1,20,1,Man/Male (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",4,Asian,1,No familiarity,5,6,6,17,7,4,4,1,0,0,0,1,1,2,man 3,1,5,1,0,0,0,0,4
73,shap,0,0,0,0,1,0,0,0,0,0,0,1,33,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",1,White,2,Beginner,4,5,4,13,7,4,3,1,0,0,1,1,1,2,man 3,1,5,1,1,0,0,0,0
74,shap,0,0,0,0,1,0,0,0,0,0,0,1,28,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",1,White,3,Intermediate,4,6,6,16,5,4,4,1,0,0,0,1,1,3,man 3,1,3,1,0,0,0,0,0
75,shap,0,0,0,0,1,0,0,0,0,0,0,1,22,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",3,Hispanic/Latinx,2,Beginner,2,3,1,6,7,2,2,1,1,1,0,1,1,3,man 3,1,5,1,0,0,0,0,4
76,shap,0,0,0,0,1,0,0,0,0,0,0,1,35,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",1,White,1,No familiarity,3,4,5,12,7,11,8,0,0,0,0,1,1,1,man 3,1,5,1,1,1,0,1,0
77,shap,0,0,0,0,1,0,0,0,0,0,0,1,43,0,Woman/Female (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",1,White,3,Intermediate,5,5,5,15,5,10,7,0,0,0,0,1,1,1,man 3,1,3,1,1,1,1,0,5
78,shap,0,0,0,0,1,0,0,0,0,0,0,1,26,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",2,Black/African American,2,Beginner,5,5,5,15,7,2,2,0,0,0,1,1,1,3,man 3,1,5,1,0,0,0,0,3
79,shap,0,0,0,0,1,0,0,0,0,0,0,1,40,0,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,3,Intermediate,5,5,6,16,7,7,6,0,0,0,0,1,1,1,man 3,1,5,1,1,1,1,0,3
80,shap,0,0,0,0,1,0,0,0,0,0,0,1,34,1,Woman/Female (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",1,White,1,No familiarity,5,5,6,16,7,6,6,1,0,0,0,1,1,3,man 3,1,5,1,0,0,0,0,0
81,shap,0,0,0,0,1,0,0,0,0,0,0,1,31,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,1,No familiarity,5,5,5,15,7,9,6,0,0,0,0,1,1,0,man 3,1,5,1,1,1,1,0,0
82,shap,0,0,0,0,1,0,0,0,0,0,0,1,32,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",4,Asian,1,No familiarity,2,2,3,7,7,7,6,0,0,0,1,1,1,2,man 3,1,5,1,0,1,0,1,0
83,shap,0,0,0,0,1,0,0,0,0,0,0,1,35,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,2,Beginner,5,5,3,13,7,13,10,0,0,0,0,1,1,0,man 3,1,5,1,1,1,1,1,2
84,shap,0,0,0,0,1,0,0,0,0,0,0,1,32,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",2,Black/African American,1,No familiarity,5,3,5,13,7,11,8,0,0,0,0,1,1,0,man 3,1,5,1,1,1,1,1,3
85,shap,0,0,0,0,1,0,0,0,0,0,0,1,43,0,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",3,Hispanic/Latinx,1,No familiarity,3,6,5,14,7,2,2,0,0,0,0,1,1,3,man 3,1,5,1,0,0,0,0,3
86,shap,0,0,0,0,1,0,0,0,0,0,0,1,28,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,2,Beginner,5,5,5,15,7,5,4,1,0,0,0,1,1,3,man 3,1,5,1,1,1,1,0,3
87,shap,0,0,0,0,1,0,0,0,0,0,0,1,59,0,Woman/Female (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",1,White,1,No familiarity,6,6,5,17,5,2,2,1,0,0,0,1,1,3,man 3,0,4,1,0,0,0,0,3
88,shap,0,0,0,0,1,0,0,0,0,0,0,1,39,0,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",1,White,2,Beginner,4,5,3,12,5,8,8,0,0,0,0,1,1,3,man 3,1,3,1,0,1,1,0,3
89,shap,0,0,0,0,1,0,0,0,0,0,0,1,45,0,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",4,Asian,2,Beginner,6,6,2,14,7,4,4,1,1,1,1,1,1,3,man 3,1,5,1,0,1,1,0,1
90,shap,0,0,0,0,1,0,0,0,0,0,0,1,32,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",2,Black/African American,2,Beginner,5,5,4,14,7,13,10,0,0,0,0,1,1,0,man 3,1,5,1,1,1,1,1,5
91,shap,0,0,0,0,1,0,0,0,0,0,0,1,25,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",4,Asian,2,Beginner,4,6,6,16,5,4,4,0,0,0,0,1,1,2,man 3,1,3,1,0,0,0,0,5
92,shap,0,0,0,0,1,0,0,0,0,0,0,1,24,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,1,No familiarity,2,3,1,6,7,2,2,1,0,0,0,1,1,3,man 3,1,5,1,0,0,0,0,2
93,shap,0,0,0,0,1,0,0,0,0,0,0,1,36,1,Man/Male (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",2,Black/African American,1,No familiarity,4,5,2,11,3,10,8,0,0,0,1,1,1,1,man 3,1,1,1,0,1,0,1,4
94,shap,0,0,0,0,1,0,0,0,0,0,0,1,39,0,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,3,Intermediate,6,6,6,18,2,13,10,0,1,1,0,1,1,0,man 3,0,1,1,1,1,1,1,1
95,shap,0,0,0,0,1,0,0,0,0,0,0,1,28,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",2,Black/African American,1,No familiarity,5,5,5,15,7,13,10,0,0,0,0,1,1,0,man 3,1,5,1,1,1,1,1,5
96,shap,0,0,0,0,1,0,0,0,0,0,0,1,39,0,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,3,Intermediate,6,6,6,18,4,13,10,1,1,1,0,0,1,0,man 3,1,2,1,1,1,1,1,5
