Pid,Vis_Type,cp,cp_explicit,eli5,lime,shap,forceshap,anchors,interactive,interactive_lower_bias_percep,interactive_higher_bias_percep,interactive_fair,initial_visualizations,Age,Age_Below_37,Gender,Education_Num,Education,Income_Num,Income,Race/Ethnicity_Num,Race/Ethnicity,Familiarity_Num,Familiarity,I_understand_model_decisions,I_understand_model_output,I_recommend_other_people,qualitative_model_perception,comprehension,trust,likert only trust,discriminate Age,discriminate Hours per week,discriminate Occupation,discriminate Education,discriminate Sex,discriminatory,bias operational,person,correct output,correct pushing,correct power,computers can make human decisions,this model will or shouldnt give me a loan,this model will give me a loan,this model shouldnt give me a loan,order seen
2,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,31,1,Man/Male (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",2,Black/African American,2,Beginner,4,5,4,13,7,6,5,0,0,0,0,1,1,3,wom 1,1,5,1,1,1,1,0,0
2,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,31,1,Man/Male (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",2,Black/African American,2,Beginner,4,5,4,13,7,6,5,0,0,0,0,1,1,3,wom 2,1,5,1,1,1,1,0,2
2,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,31,1,Man/Male (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",2,Black/African American,2,Beginner,4,5,4,13,7,6,5,0,0,0,0,1,1,3,wom 3,1,5,1,1,1,1,0,3
2,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,31,1,Man/Male (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",2,Black/African American,2,Beginner,4,5,4,13,7,6,5,0,0,0,0,1,1,3,man 1,1,5,1,1,1,1,0,1
2,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,31,1,Man/Male (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",2,Black/African American,2,Beginner,4,5,4,13,7,5,4,0,0,0,0,1,1,3,man 2,1,5,1,1,1,0,1,5
2,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,31,1,Man/Male (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",2,Black/African American,2,Beginner,4,5,4,13,7,5,4,0,0,0,0,1,1,3,man 3,1,5,1,1,1,0,1,4
3,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,26,1,Non-binary,4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,1,No familiarity,6,6,3,15,2,2,2,0,0,0,0,1,1,4,side by side,2,0,0,0,0,0,0,6
3,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,26,1,Non-binary,4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,1,No familiarity,6,6,3,15,7,4,4,0,0,0,0,1,1,3,wom 1,1,5,1,0,0,0,0,1
3,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,26,1,Non-binary,4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,1,No familiarity,6,6,3,15,7,4,4,0,0,0,0,1,1,3,wom 2,1,5,1,0,0,0,0,2
3,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,26,1,Non-binary,4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,1,No familiarity,6,6,3,15,7,4,4,0,0,0,0,1,1,3,wom 3,1,5,1,0,0,0,0,0
3,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,26,1,Non-binary,4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,1,No familiarity,6,6,3,15,7,4,4,0,0,0,0,1,1,3,man 1,1,5,1,0,0,0,0,4
3,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,26,1,Non-binary,4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,1,No familiarity,6,6,3,15,7,4,4,0,0,0,0,1,1,3,man 2,1,5,1,0,0,0,0,5
3,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,26,1,Non-binary,4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,1,No familiarity,6,6,3,15,7,4,4,0,0,0,0,1,1,3,man 3,1,5,1,0,0,0,0,3
4,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,24,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",1,White,2,Beginner,4,4,4,12,2,2,2,0,0,0,0,1,1,4,side by side,2,0,0,0,0,0,0,6
4,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,24,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",1,White,2,Beginner,4,4,4,12,7,4,4,0,0,0,0,1,1,3,wom 1,1,5,1,0,0,0,0,5
4,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,24,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",1,White,2,Beginner,4,4,4,12,7,4,4,0,0,0,0,1,1,3,wom 2,1,5,1,0,1,1,0,1
4,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,24,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",1,White,2,Beginner,4,4,4,12,7,4,4,0,0,0,0,1,1,3,wom 3,1,5,1,0,0,0,0,4
4,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,24,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",1,White,2,Beginner,4,4,4,12,7,4,4,0,0,0,0,1,1,3,man 1,1,5,1,0,0,0,0,2
4,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,24,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",1,White,2,Beginner,4,4,4,12,7,5,5,0,0,0,0,1,1,3,man 2,1,5,1,0,0,0,0,3
4,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,24,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",1,White,2,Beginner,4,4,4,12,7,8,6,0,0,0,0,1,1,1,man 3,1,5,1,0,1,1,0,0
5,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,29,1,My Gender is Not Listed Above: (Open Text Box),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",4,Asian,2,Beginner,2,3,1,6,2,3,3,1,0,0,0,1,1,3,side by side,2,0,0,0,1,0,1,6
5,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,29,1,My Gender is Not Listed Above: (Open Text Box),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",4,Asian,2,Beginner,2,3,1,6,7,3,3,1,0,0,0,1,1,2,wom 1,1,5,1,0,1,0,1,4
5,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,29,1,My Gender is Not Listed Above: (Open Text Box),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",4,Asian,2,Beginner,2,3,1,6,7,4,4,1,0,0,0,1,1,2,wom 2,1,5,1,0,0,0,0,0
5,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,29,1,My Gender is Not Listed Above: (Open Text Box),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",4,Asian,2,Beginner,2,3,1,6,7,4,4,1,0,0,0,1,1,2,wom 3,1,5,1,0,1,0,1,3
5,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,29,1,My Gender is Not Listed Above: (Open Text Box),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",4,Asian,2,Beginner,2,3,1,6,7,2,2,1,0,0,0,1,1,2,man 1,1,5,1,0,1,0,1,2
5,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,29,1,My Gender is Not Listed Above: (Open Text Box),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",4,Asian,2,Beginner,2,3,1,6,7,2,2,1,0,0,0,1,1,2,man 2,1,5,1,0,1,0,1,1
5,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,29,1,My Gender is Not Listed Above: (Open Text Box),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",4,Asian,2,Beginner,2,3,1,6,7,3,3,1,0,0,0,1,1,2,man 3,1,5,1,0,1,0,1,5
6,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,53,0,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,3,Intermediate,1,2,1,4,2,7,7,1,1,0,0,0,1,4,side by side,2,0,0,0,0,0,0,6
6,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,53,0,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,3,Intermediate,1,2,1,4,4,5,5,1,1,0,0,0,1,2,wom 1,1,2,1,0,0,0,0,4
6,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,53,0,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,3,Intermediate,1,2,1,4,5,4,4,1,1,0,0,0,1,3,wom 2,1,3,1,0,1,1,0,1
6,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,53,0,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,3,Intermediate,1,2,1,4,4,4,4,1,1,0,0,0,1,3,wom 3,1,2,1,0,0,0,0,5
6,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,53,0,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,3,Intermediate,1,2,1,4,6,4,4,1,1,0,0,0,1,3,man 1,1,4,1,0,1,1,0,2
6,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,53,0,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,3,Intermediate,1,2,1,4,7,5,5,1,1,0,0,0,1,2,man 2,1,5,1,0,0,0,0,3
6,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,53,0,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,3,Intermediate,1,2,1,4,5,7,7,1,1,0,0,0,1,3,man 3,1,3,1,0,1,0,1,0
7,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,21,1,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",4,Asian,1,No familiarity,6,5,4,15,0,10,8,1,0,0,0,1,1,2,side by side,0,0,0,0,1,0,1,6
7,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,21,1,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",4,Asian,1,No familiarity,6,5,4,15,7,10,8,1,0,0,0,1,1,0,wom 1,1,5,1,0,1,0,1,3
7,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,21,1,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",4,Asian,1,No familiarity,6,5,4,15,7,9,7,1,0,0,0,1,1,2,wom 2,1,5,1,0,1,0,1,1
7,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,21,1,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",4,Asian,1,No familiarity,6,5,4,15,7,8,6,1,0,0,0,1,1,3,wom 3,1,5,1,0,1,0,1,0
7,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,21,1,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",4,Asian,1,No familiarity,6,5,4,15,6,10,8,1,0,0,0,1,1,0,man 1,1,4,1,0,1,0,1,4
7,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,21,1,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",4,Asian,1,No familiarity,6,5,4,15,2,10,8,1,0,0,0,1,1,0,man 2,1,0,1,0,1,0,1,5
7,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,21,1,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",4,Asian,1,No familiarity,6,5,4,15,7,9,7,1,0,0,0,1,1,1,man 3,1,5,1,0,1,0,1,2
8,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,24,1,Non-binary,6,Master's degree,2,"$50,000 - $99,999",1,White,2,Beginner,6,6,6,18,2,2,2,0,0,0,0,1,1,4,side by side,2,0,0,0,0,0,0,6
8,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,24,1,Non-binary,6,Master's degree,2,"$50,000 - $99,999",1,White,2,Beginner,6,6,6,18,7,4,4,0,0,0,0,1,1,3,wom 1,1,5,1,0,0,0,0,3
8,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,24,1,Non-binary,6,Master's degree,2,"$50,000 - $99,999",1,White,2,Beginner,6,6,6,18,7,5,5,0,0,0,0,1,1,2,wom 2,1,5,1,0,0,0,0,1
8,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,24,1,Non-binary,6,Master's degree,2,"$50,000 - $99,999",1,White,2,Beginner,6,6,6,18,7,6,6,0,0,0,0,1,1,3,wom 3,1,5,1,0,0,0,0,0
8,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,24,1,Non-binary,6,Master's degree,2,"$50,000 - $99,999",1,White,2,Beginner,6,6,6,18,7,2,2,0,0,0,0,1,1,3,man 1,1,5,1,0,0,0,0,4
8,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,24,1,Non-binary,6,Master's degree,2,"$50,000 - $99,999",1,White,2,Beginner,6,6,6,18,7,2,2,0,0,0,0,1,1,3,man 2,1,5,1,0,0,0,0,5
8,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,24,1,Non-binary,6,Master's degree,2,"$50,000 - $99,999",1,White,2,Beginner,6,6,6,18,5,4,4,0,0,0,0,1,1,3,man 3,1,3,1,0,0,0,0,2
9,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,20,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,2,Beginner,5,5,4,14,1,7,5,0,0,0,0,1,1,2,side by side,1,0,0,1,1,0,1,6
9,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,20,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,2,Beginner,5,5,4,14,2,3,2,0,0,0,0,1,1,3,wom 1,1,0,1,1,1,1,0,2
9,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,20,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,2,Beginner,5,5,4,14,7,9,6,0,0,0,0,1,1,1,wom 2,1,5,1,1,1,1,1,5
9,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,20,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,2,Beginner,5,5,4,14,7,12,9,0,0,0,0,1,1,0,wom 3,1,5,1,1,1,0,1,0
9,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,20,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,2,Beginner,5,5,4,14,7,13,10,0,0,0,0,1,1,0,man 1,1,5,1,1,1,0,1,1
9,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,20,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,2,Beginner,5,5,4,14,7,9,7,0,0,0,0,1,1,3,man 2,1,5,1,1,1,0,1,4
9,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,20,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,2,Beginner,5,5,4,14,7,10,8,0,0,0,0,1,1,2,man 3,1,5,1,0,0,0,0,3
10,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,39,0,Non-binary,4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,2,Beginner,4,4,4,12,2,2,2,0,0,0,0,1,1,4,side by side,2,0,0,0,0,0,0,6
10,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,39,0,Non-binary,4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,2,Beginner,4,4,4,12,7,2,2,0,0,0,0,1,1,3,wom 1,1,5,1,0,0,0,0,2
10,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,39,0,Non-binary,4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,2,Beginner,4,4,4,12,7,2,2,0,0,0,0,1,1,3,wom 2,1,5,1,0,0,0,0,0
10,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,39,0,Non-binary,4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,2,Beginner,4,4,4,12,7,2,2,0,0,0,0,1,1,3,wom 3,1,5,1,0,0,0,0,4
10,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,39,0,Non-binary,4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,2,Beginner,4,4,4,12,7,2,2,0,0,0,0,1,1,3,man 1,1,5,1,0,0,0,0,3
10,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,39,0,Non-binary,4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,2,Beginner,4,4,4,12,6,2,2,0,0,0,0,1,1,3,man 2,1,4,1,0,0,0,0,5
10,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,39,0,Non-binary,4,Associate degree in college (2-year),1,"$0 - $49,999",1,White,2,Beginner,4,4,4,12,7,2,2,0,0,0,0,1,1,3,man 3,1,5,1,0,0,0,0,1
11,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,22,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",3,Hispanic/Latinx,2,Beginner,4,5,4,13,2,4,3,0,0,0,0,1,1,4,side by side,2,0,0,1,1,0,1,6
11,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,22,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",3,Hispanic/Latinx,2,Beginner,4,5,4,13,7,4,3,0,0,0,0,1,1,3,wom 1,1,5,1,1,1,0,1,5
11,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,22,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",3,Hispanic/Latinx,2,Beginner,4,5,4,13,7,5,4,0,0,0,0,1,1,3,wom 2,1,5,1,1,1,1,1,1
11,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,22,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",3,Hispanic/Latinx,2,Beginner,4,5,4,13,7,5,4,0,0,0,0,1,1,3,wom 3,1,5,1,1,1,0,1,3
11,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,22,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",3,Hispanic/Latinx,2,Beginner,4,5,4,13,7,5,4,0,0,0,0,1,1,3,man 1,1,5,1,1,1,0,1,2
11,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,22,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",3,Hispanic/Latinx,2,Beginner,4,5,4,13,7,10,7,0,0,0,0,1,1,0,man 2,1,5,1,1,1,0,1,0
11,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,22,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",3,Hispanic/Latinx,2,Beginner,4,5,4,13,7,5,4,0,0,0,0,1,1,3,man 3,1,5,1,1,1,0,1,4
12,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,19,1,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,2,Beginner,5,6,4,15,1,3,3,0,0,0,0,1,1,4,side by side,1,0,0,0,0,0,0,6
12,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,19,1,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,2,Beginner,5,6,4,15,7,5,5,0,0,0,0,1,1,3,wom 1,1,5,1,0,1,1,0,0
12,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,19,1,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,2,Beginner,5,6,4,15,7,4,4,0,0,0,0,1,1,3,wom 2,1,5,1,0,1,0,1,2
12,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,19,1,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,2,Beginner,5,6,4,15,7,4,4,0,0,0,0,1,1,3,wom 3,1,5,1,0,1,0,1,1
12,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,19,1,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,2,Beginner,5,6,4,15,7,3,3,0,0,0,0,1,1,3,man 1,1,5,1,0,1,0,1,3
12,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,19,1,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,2,Beginner,5,6,4,15,7,3,3,0,0,0,0,1,1,3,man 2,1,5,1,0,1,0,1,5
12,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,19,1,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,2,Beginner,5,6,4,15,7,3,3,0,0,0,0,1,1,3,man 3,1,5,1,0,1,0,1,4
13,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,26,1,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,3,Intermediate,4,5,4,13,2,7,6,0,0,0,0,1,1,1,side by side,2,0,0,0,0,0,0,6
13,interactive_higher_bias_percep,0,0,0,0,0,0,0,0,0,1,0,0,26,1,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,3,Intermediate,4,5,4,13,7,9,9,0,0,0,0,1,1,3,wom 1,1,5,1,0,0,0,0,0
