Pid,Vis_Type,cp,cp_explicit,eli5,lime,shap,forceshap,anchors,interactive,interactive_lower_bias_percep,interactive_higher_bias_percep,interactive_fair,initial_visualizations,Age,Age_Below_37,Gender,Education_Num,Education,Income_Num,Income,Race/Ethnicity_Num,Race/Ethnicity,Familiarity_Num,Familiarity,I_understand_model_decisions,I_understand_model_output,I_recommend_other_people,qualitative_model_perception,comprehension,trust,likert only trust,discriminate Age,discriminate Hours per week,discriminate Occupation,discriminate Education,discriminate Sex,discriminatory,bias operational,person,correct output,correct pushing,correct power,computers can make human decisions,this model will or shouldnt give me a loan,this model will give me a loan,this model shouldnt give me a loan,order seen
4,shap,0,0,0,0,1,0,0,0,0,0,0,1,35,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",1,White,1,No familiarity,3,4,5,12,7,11,8,0,0,0,0,1,1,1,man 3,1,5,1,1,1,0,1,0
5,shap,0,0,0,0,1,0,0,0,0,0,0,1,43,0,Woman/Female (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",1,White,3,Intermediate,5,5,5,15,2,10,7,0,0,0,0,1,1,2,side by side,2,0,0,1,1,0,1,6
5,shap,0,0,0,0,1,0,0,0,0,0,0,1,43,0,Woman/Female (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",1,White,3,Intermediate,5,5,5,15,6,10,7,0,0,0,0,1,1,1,wom 1,1,4,1,1,1,0,1,4
5,shap,0,0,0,0,1,0,0,0,0,0,0,1,43,0,Woman/Female (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",1,White,3,Intermediate,5,5,5,15,7,8,7,0,0,0,0,1,1,1,wom 2,1,5,1,0,1,1,0,0
5,shap,0,0,0,0,1,0,0,0,0,0,0,1,43,0,Woman/Female (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",1,White,3,Intermediate,5,5,5,15,7,10,7,0,0,0,0,1,1,1,wom 3,1,5,1,1,0,0,0,1
5,shap,0,0,0,0,1,0,0,0,0,0,0,1,43,0,Woman/Female (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",1,White,3,Intermediate,5,5,5,15,7,10,7,0,0,0,0,1,1,1,man 1,1,5,1,1,1,1,1,2
5,shap,0,0,0,0,1,0,0,0,0,0,0,1,43,0,Woman/Female (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",1,White,3,Intermediate,5,5,5,15,7,10,7,0,0,0,0,1,1,1,man 2,1,5,1,1,1,0,1,3
5,shap,0,0,0,0,1,0,0,0,0,0,0,1,43,0,Woman/Female (Cis or Trans),3,Some college but no degree,2,"$50,000 - $99,999",1,White,3,Intermediate,5,5,5,15,5,10,7,0,0,0,0,1,1,1,man 3,1,3,1,1,1,1,0,5
6,shap,0,0,0,0,1,0,0,0,0,0,0,1,26,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",2,Black/African American,2,Beginner,5,5,5,15,2,2,2,0,0,0,1,1,1,4,side by side,2,0,0,0,0,0,0,6
6,shap,0,0,0,0,1,0,0,0,0,0,0,1,26,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",2,Black/African American,2,Beginner,5,5,5,15,7,4,4,0,0,0,1,1,1,3,wom 1,1,5,1,0,0,0,0,0
6,shap,0,0,0,0,1,0,0,0,0,0,0,1,26,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",2,Black/African American,2,Beginner,5,5,5,15,7,2,2,0,0,0,1,1,1,3,wom 2,1,5,1,0,0,0,0,2
6,shap,0,0,0,0,1,0,0,0,0,0,0,1,26,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",2,Black/African American,2,Beginner,5,5,5,15,7,4,4,0,0,0,1,1,1,3,wom 3,1,5,1,0,0,0,0,1
6,shap,0,0,0,0,1,0,0,0,0,0,0,1,26,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",2,Black/African American,2,Beginner,5,5,5,15,7,2,2,0,0,0,1,1,1,3,man 1,1,5,1,0,0,0,0,4
6,shap,0,0,0,0,1,0,0,0,0,0,0,1,26,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",2,Black/African American,2,Beginner,5,5,5,15,7,2,2,0,0,0,1,1,1,3,man 2,1,5,1,0,0,0,0,5
6,shap,0,0,0,0,1,0,0,0,0,0,0,1,26,1,Woman/Female (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",2,Black/African American,2,Beginner,5,5,5,15,7,2,2,0,0,0,1,1,1,3,man 3,1,5,1,0,0,0,0,3
7,shap,0,0,0,0,1,0,0,0,0,0,0,1,40,0,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,3,Intermediate,5,5,6,16,2,8,7,0,0,0,0,1,1,2,side by side,2,0,0,1,1,1,0,6
7,shap,0,0,0,0,1,0,0,0,0,0,0,1,40,0,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,3,Intermediate,5,5,6,16,7,8,7,0,0,0,0,1,1,2,wom 1,1,5,1,1,1,1,0,1
7,shap,0,0,0,0,1,0,0,0,0,0,0,1,40,0,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,3,Intermediate,5,5,6,16,5,8,7,0,0,0,0,1,1,1,wom 2,1,3,1,1,1,1,0,2
7,shap,0,0,0,0,1,0,0,0,0,0,0,1,40,0,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,3,Intermediate,5,5,6,16,7,7,6,0,0,0,0,1,1,2,wom 3,1,5,1,1,1,1,0,4
7,shap,0,0,0,0,1,0,0,0,0,0,0,1,40,0,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,3,Intermediate,5,5,6,16,7,11,8,0,0,0,0,1,1,0,man 1,1,5,1,1,1,1,0,0
7,shap,0,0,0,0,1,0,0,0,0,0,0,1,40,0,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,3,Intermediate,5,5,6,16,7,8,7,0,0,0,0,1,1,2,man 2,1,5,1,1,1,1,0,5
7,shap,0,0,0,0,1,0,0,0,0,0,0,1,40,0,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",1,White,3,Intermediate,5,5,6,16,7,7,6,0,0,0,0,1,1,1,man 3,1,5,1,1,1,1,0,3
8,shap,0,0,0,0,1,0,0,0,0,0,0,1,34,1,Woman/Female (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",1,White,1,No familiarity,5,5,6,16,2,4,4,1,0,0,0,1,1,4,side by side,2,0,0,0,0,0,0,6
8,shap,0,0,0,0,1,0,0,0,0,0,0,1,34,1,Woman/Female (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",1,White,1,No familiarity,5,5,6,16,7,4,4,1,0,0,0,1,1,3,wom 1,1,5,1,0,0,0,0,5
8,shap,0,0,0,0,1,0,0,0,0,0,0,1,34,1,Woman/Female (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",1,White,1,No familiarity,5,5,6,16,7,4,4,1,0,0,0,1,1,3,wom 2,1,5,1,0,0,0,0,4
8,shap,0,0,0,0,1,0,0,0,0,0,0,1,34,1,Woman/Female (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",1,White,1,No familiarity,5,5,6,16,7,4,4,1,0,0,0,1,1,2,wom 3,1,5,1,0,0,0,0,1
8,shap,0,0,0,0,1,0,0,0,0,0,0,1,34,1,Woman/Female (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",1,White,1,No familiarity,5,5,6,16,7,4,4,1,0,0,0,1,1,3,man 1,1,5,1,0,0,0,0,2
8,shap,0,0,0,0,1,0,0,0,0,0,0,1,34,1,Woman/Female (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",1,White,1,No familiarity,5,5,6,16,7,6,6,1,0,0,0,1,1,3,man 2,1,5,1,0,0,0,0,3
8,shap,0,0,0,0,1,0,0,0,0,0,0,1,34,1,Woman/Female (Cis or Trans),2,High school graduate (high school diploma or equivalent including GED),1,"$0 - $49,999",1,White,1,No familiarity,5,5,6,16,7,6,6,1,0,0,0,1,1,3,man 3,1,5,1,0,0,0,0,0
9,shap,0,0,0,0,1,0,0,0,0,0,0,1,31,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,1,No familiarity,5,5,5,15,2,4,4,0,0,0,0,1,1,4,side by side,2,0,0,0,0,0,0,6
9,shap,0,0,0,0,1,0,0,0,0,0,0,1,31,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,1,No familiarity,5,5,5,15,7,4,4,0,0,0,0,1,1,3,wom 1,1,5,1,0,0,0,0,1
9,shap,0,0,0,0,1,0,0,0,0,0,0,1,31,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,1,No familiarity,5,5,5,15,7,2,2,0,0,0,0,1,1,3,wom 2,1,5,1,0,0,0,0,2
9,shap,0,0,0,0,1,0,0,0,0,0,0,1,31,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,1,No familiarity,5,5,5,15,6,3,3,0,0,0,0,1,1,3,wom 3,1,4,1,0,0,0,0,5
9,shap,0,0,0,0,1,0,0,0,0,0,0,1,31,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,1,No familiarity,5,5,5,15,7,2,2,0,0,0,0,1,1,3,man 1,1,5,1,0,0,0,0,4
9,shap,0,0,0,0,1,0,0,0,0,0,0,1,31,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,1,No familiarity,5,5,5,15,7,10,7,0,0,0,0,1,1,0,man 2,1,5,1,1,1,1,0,3
9,shap,0,0,0,0,1,0,0,0,0,0,0,1,31,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,1,No familiarity,5,5,5,15,7,9,6,0,0,0,0,1,1,0,man 3,1,5,1,1,1,1,0,0
10,shap,0,0,0,0,1,0,0,0,0,0,0,1,32,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",4,Asian,1,No familiarity,2,2,3,7,2,5,4,0,0,0,1,1,1,3,side by side,2,0,0,0,1,0,1,6
10,shap,0,0,0,0,1,0,0,0,0,0,0,1,32,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",4,Asian,1,No familiarity,2,2,3,7,7,7,6,0,0,0,1,1,1,2,wom 1,1,5,1,0,1,0,1,3
10,shap,0,0,0,0,1,0,0,0,0,0,0,1,32,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",4,Asian,1,No familiarity,2,2,3,7,7,7,6,0,0,0,1,1,1,2,wom 2,1,5,1,0,1,0,1,2
10,shap,0,0,0,0,1,0,0,0,0,0,0,1,32,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",4,Asian,1,No familiarity,2,2,3,7,7,7,6,0,0,0,1,1,1,2,wom 3,1,5,1,0,1,0,1,5
10,shap,0,0,0,0,1,0,0,0,0,0,0,1,32,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",4,Asian,1,No familiarity,2,2,3,7,7,7,6,0,0,0,1,1,1,2,man 1,1,5,1,0,1,0,1,4
10,shap,0,0,0,0,1,0,0,0,0,0,0,1,32,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",4,Asian,1,No familiarity,2,2,3,7,7,7,6,0,0,0,1,1,1,2,man 2,1,5,1,0,1,0,1,1
10,shap,0,0,0,0,1,0,0,0,0,0,0,1,32,1,Man/Male (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",4,Asian,1,No familiarity,2,2,3,7,7,7,6,0,0,0,1,1,1,2,man 3,1,5,1,0,1,0,1,0
11,shap,0,0,0,0,1,0,0,0,0,0,0,1,35,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,2,Beginner,5,5,3,13,2,13,10,0,0,0,0,1,1,1,side by side,2,0,0,1,1,1,0,6
11,shap,0,0,0,0,1,0,0,0,0,0,0,1,35,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,2,Beginner,5,5,3,13,7,14,11,0,0,0,0,1,1,0,wom 1,1,5,1,1,1,1,1,0
11,shap,0,0,0,0,1,0,0,0,0,0,0,1,35,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,2,Beginner,5,5,3,13,7,13,10,0,0,0,0,1,1,0,wom 2,1,5,1,1,1,1,1,3
11,shap,0,0,0,0,1,0,0,0,0,0,0,1,35,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,2,Beginner,5,5,3,13,7,13,10,0,0,0,0,1,1,0,wom 3,1,5,1,1,1,1,1,1
11,shap,0,0,0,0,1,0,0,0,0,0,0,1,35,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,2,Beginner,5,5,3,13,7,13,10,0,0,0,0,1,1,0,man 1,1,5,1,1,1,1,1,4
11,shap,0,0,0,0,1,0,0,0,0,0,0,1,35,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,2,Beginner,5,5,3,13,7,13,10,0,0,0,0,1,1,0,man 2,1,5,1,1,1,1,1,5
11,shap,0,0,0,0,1,0,0,0,0,0,0,1,35,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),2,"$50,000 - $99,999",2,Black/African American,2,Beginner,5,5,3,13,7,13,10,0,0,0,0,1,1,0,man 3,1,5,1,1,1,1,1,2
12,shap,0,0,0,0,1,0,0,0,0,0,0,1,32,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",2,Black/African American,1,No familiarity,5,3,5,13,2,11,8,0,0,0,0,1,1,1,side by side,2,0,0,1,1,1,1,6
12,shap,0,0,0,0,1,0,0,0,0,0,0,1,32,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",2,Black/African American,1,No familiarity,5,3,5,13,2,11,8,0,0,0,0,1,1,0,wom 1,1,0,1,1,1,1,1,4
12,shap,0,0,0,0,1,0,0,0,0,0,0,1,32,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",2,Black/African American,1,No familiarity,5,3,5,13,7,11,8,0,0,0,0,1,1,0,wom 2,1,5,1,1,1,1,1,1
12,shap,0,0,0,0,1,0,0,0,0,0,0,1,32,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",2,Black/African American,1,No familiarity,5,3,5,13,7,11,8,0,0,0,0,1,1,0,wom 3,1,5,1,1,1,1,1,2
12,shap,0,0,0,0,1,0,0,0,0,0,0,1,32,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",2,Black/African American,1,No familiarity,5,3,5,13,7,11,8,0,0,0,0,1,1,0,man 1,1,5,1,1,1,1,0,0
12,shap,0,0,0,0,1,0,0,0,0,0,0,1,32,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",2,Black/African American,1,No familiarity,5,3,5,13,7,11,8,0,0,0,0,1,1,0,man 2,1,5,1,1,1,1,1,5
12,shap,0,0,0,0,1,0,0,0,0,0,0,1,32,1,Man/Male (Cis or Trans),5,Bachelor's degree in college (4-year),1,"$0 - $49,999",2,Black/African American,1,No familiarity,5,3,5,13,7,11,8,0,0,0,0,1,1,0,man 3,1,5,1,1,1,1,1,3
13,shap,0,0,0,0,1,0,0,0,0,0,0,1,43,0,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",3,Hispanic/Latinx,1,No familiarity,3,6,5,14,2,2,2,0,0,0,0,1,1,4,side by side,2,0,0,0,0,0,0,6
13,shap,0,0,0,0,1,0,0,0,0,0,0,1,43,0,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",3,Hispanic/Latinx,1,No familiarity,3,6,5,14,7,2,2,0,0,0,0,1,1,3,wom 1,1,5,1,0,0,0,0,2
13,shap,0,0,0,0,1,0,0,0,0,0,0,1,43,0,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",3,Hispanic/Latinx,1,No familiarity,3,6,5,14,7,2,2,0,0,0,0,1,1,3,wom 2,1,5,1,0,0,0,0,4
13,shap,0,0,0,0,1,0,0,0,0,0,0,1,43,0,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",3,Hispanic/Latinx,1,No familiarity,3,6,5,14,7,11,10,0,0,0,0,1,1,3,wom 3,1,5,1,0,0,0,0,0
13,shap,0,0,0,0,1,0,0,0,0,0,0,1,43,0,Woman/Female (Cis or Trans),3,Some college but no degree,1,"$0 - $49,999",3,Hispanic/Latinx,1,No familiarity,3,6,5,14,7,2,2,0,0,0,0,1,1,3,man 1,1,5,1,0,0,0,0,5
